"","dates","pos_mean","pos_lb","pos_ub","region"
"697",2021-06-28,99.7370655952943,99.5657950818868,99.8718116261831,"north_west"
"698",2021-06-29,99.7698424260433,99.5490446414655,99.9154691462384,"north_west"
"699",2021-06-30,99.7800602855786,99.624765478424,99.9060117542422,"north_west"
"700",2021-07-01,99.8009553426543,99.6469757590021,99.943961894088,"north_west"
"701",2021-07-02,99.8166337762317,99.6706657257116,99.9527074958619,"north_west"
"702",2021-07-03,99.8453555901507,99.7100608872137,99.9552372426141,"north_west"
"703",2021-07-04,99.8351784869199,99.7106610282662,99.9342249506687,"north_west"
"704",2021-07-05,99.8462377011653,99.728479065674,99.9494310998736,"north_west"
"705",2021-07-06,99.8702722450459,99.745493107105,99.9780364594773,"north_west"
"706",2021-07-07,99.9005832503171,99.7957624024604,100,"north_west"
"707",2021-07-08,99.8966654803314,99.7803514376997,99.9814951887491,"north_west"
"708",2021-07-09,99.9114522052695,99.8152300136868,99.9834382245777,"north_west"
"709",2021-07-10,99.9231233809405,99.835255354201,100,"north_west"
"710",2021-07-11,99.9300390183605,99.847689964461,99.9849578820698,"north_west"
"711",2021-07-12,99.9333400999857,99.8563218390805,99.9860704833542,"north_west"
"712",2021-07-13,99.9286529366158,99.8309512832334,99.9827019546791,"north_west"
"713",2021-07-14,99.950198433252,99.8791540785498,100,"north_west"
"714",2021-07-15,99.9547218580291,99.8954287421572,100,"north_west"
"715",2021-07-16,99.9616318651178,99.906103286385,100,"north_west"
"716",2021-07-17,99.9490554735836,99.8909487459106,99.9862841901091,"north_west"
"717",2021-07-18,99.9663918714167,99.9121510425208,100,"north_west"
"718",2021-07-19,99.9664435338898,99.9182496150958,100,"north_west"
"719",2021-07-20,99.970369946857,99.931728963987,100,"north_west"
"720",2021-07-21,99.9714054290788,99.9140752246145,100,"north_west"
"721",2021-07-22,99.9747490946442,99.9247271358675,100,"north_west"
"722",2021-07-23,99.9753086320119,99.9131190269331,100,"north_west"
"723",2021-07-24,99.980687706276,99.9235181644359,100,"north_west"
"724",2021-07-25,99.9827964073284,99.9372516209998,100,"north_west"
"725",2021-07-26,99.9881096808115,99.9502137649349,100,"north_west"
"726",2021-07-27,99.9887073871927,99.9435662708713,100,"north_west"
"727",2021-07-28,99.9855620582727,99.9220576773188,100,"north_west"
"728",2021-07-29,99.941081803654,99.8637602179837,99.9779296555103,"north_west"
"729",2021-07-30,99.9893760433929,99.9369085173501,100,"north_west"
"730",2021-07-31,99.9488492653293,99.8833138856476,99.9753269183321,"north_west"
"731",2021-03-08,0,0,0,"south_east"
"732",2021-03-09,0,0,0,"south_east"
"733",2021-03-10,0,0,0,"south_east"
"734",2021-03-11,0,0,0,"south_east"
"735",2021-03-12,0,0,0,"south_east"
"736",2021-03-13,0,0,0,"south_east"
"737",2021-03-14,0,0,0,"south_east"
"738",2021-03-15,0,0,0,"south_east"
"739",2021-03-16,0,0,0,"south_east"
"740",2021-03-17,0,0,0,"south_east"
"741",2021-03-18,0,0,0,"south_east"
"742",2021-03-19,0,0,0,"south_east"
"743",2021-03-20,0,0,0,"south_east"
"744",2021-03-21,0,0,0,"south_east"
"745",2021-03-22,0,0,0,"south_east"
"746",2021-03-23,0,0,0,"south_east"
"747",2021-03-24,0.000543219717911458,0,0,"south_east"
"748",2021-03-25,0.00561391932361028,0,0,"south_east"
"749",2021-03-26,0.00611106324540853,0,0,"south_east"
"750",2021-03-27,0.0170758405393265,0,0,"south_east"
"751",2021-03-28,0.0196622838986382,0,0.2092050209205,"south_east"
"752",2021-03-29,0.0552994108674831,0,0.584795321637432,"south_east"
"753",2021-03-30,0.0977403549869978,0,1.08214556950846,"south_east"
"754",2021-03-31,0.200133345061264,0,1.46386692349283,"south_east"
"755",2021-04-01,0.461695280542449,0,1.54867256637168,"south_east"
"756",2021-04-02,0.637496253299581,0,2.2271714922049,"south_east"
"757",2021-04-03,1.13624167660847,0.207692722662777,2.95698924731183,"south_east"
"758",2021-04-04,1.28182329015636,0,3.06122448979592,"south_east"
"759",2021-04-05,1.58410100433905,0.196850393700787,3.42298288508558,"south_east"
"760",2021-04-06,2.15135781919938,0.843881856540085,4.20560747663551,"south_east"
"761",2021-04-07,2.30473717809618,0.656455142231949,4.37192818923564,"south_east"
